transcriptid	prot	description	chrom	strand	cdsStart	cdsEnd	exonStarts	exonEnds
refGene.NM_015187.1	KIAA0746	hypothetical protein LOC23231	chr4	-	25359144	25458287	25358146,25368253,25368407,25369660,25376045,25378244,25378459,25386996,25389795,25392961,25394947,25398943,25401174,25413002,25415260,25428857,25430527,25432715,25440817,25443714,25444167,25445916,25458013,25473394,	25359284,25368326,25368510,25369788,25376155,25378329,25378550,25387080,25389923,25393138,25395010,25399084,25401294,25413182,25415472,25428998,25430660,25432848,25440876,25443830,25444289,25446043,25458584,25473542,
refGene.NM_015191.1.inc	SNF1LK2	SNF1-like kinase 2	chr11	+	110996296	111099787	110978379,110992176,110996272,111063934,111076819,111077385,111079136,111080920,111088144,111095708,111096411,111096832,111097763,111098598,111099429,	110978632,110992293,110996336,111064096,111076944,111077509,111079357,111081073,111088309,111095937,111096696,111096996,111097874,111098690,111102840,
refGene.NM_015192.1	PLCB1	phosphoinositide-specific phospholipase C beta 1	chr20	+	8061298	8810496	8061295,8078940,8300028,8556940,8574748,8576546,8578020,8585830,8587184,8613578,8626272,8637316,8644910,8646317,8651000,8653302,8655955,8657696,8661884,8665674,8667907,8668990,8670110,8685692,8689053,8693785,8703185,8717095,8717279,8718164,8718821,8810268,	8061397,8079018,8300097,8557078,8574828,8576600,8578096,8585931,8587351,8613725,8626430,8637399,8644995,8646495,8651068,8653399,8656040,8657821,8662039,8665839,8668007,8669095,8670220,8685825,8689107,8694005,8703366,8717172,8717369,8718222,8718908,8813545,
refGene.NM_015193.1	ARC	activity-regulated cytoskeleton-associated	chr8	-	143691443	143692634	143689411,143690470,143690846,	143690220,143690615,143692835,
refGene.NM_015194.1	MYO1D	myosin ID	chr17	-	27845889	28228003	27843740,27956217,27989852,28004973,28005607,28010245,28063118,28072153,28089383,28096341,28100066,28106622,28111420,28111612,28116008,28118766,28122255,28123919,28126994,28129610,28131706,28227908,	27846046,27956372,27989966,28005078,28005752,28010469,28063326,28072320,28089516,28096416,28100137,28106793,28111535,28111758,28116212,28118883,28122351,28123973,28127160,28129704,28131915,28228015,
refGene.NM_015197.1	PACS2	phosphofurin acidic cluster sorting protein 2	chr14	+	104852300	104932054	104851796,104885874,104889759,104892433,104904594,104905455,104905840,104907222,104914149,104917120,104917461,104918338,104919295,104919858,104920188,104920740,104921734,104922260,104927342,104928588,104929012,104930000,104930603,104931935,	104852419,104885962,104889849,104892559,104904757,104905529,104905921,104907282,104914307,104917211,104917536,104918481,104919428,104919963,104920295,104920895,104921845,104922369,104927385,104928631,104929148,104930227,104930717,104932054,
refGene.NM_015200.1	SCC-112	SCC-112 protein	chr4	-	39503499	39654472	39500878,39515870,39519962,39522670,39523832,39526865,39527534,39540233,39540883,39541350,39544875,39547408,39551000,39552303,39555007,39557742,39568263,39576403,39576791,39578440,39580361,39582054,39586409,39588258,39591625,39595062,39598333,39600636,39603850,39604789,39605975,39654454,39655740,	39503503,39516223,39520071,39522816,39523895,39526985,39527667,39540348,39541088,39541474,39545012,39547477,39551159,39552427,39555168,39557848,39568379,39576543,39576840,39578522,39580475,39582206,39586555,39588353,39591741,39595203,39598414,39600763,39603948,39604876,39606179,39654530,39655882,
refGene.NM_015202.1.inc	KIAA0556	hypothetical protein LOC23247	chr16	+	27567500	27693831	27468970,27492722,27537246,27547482,27549886,27567425,27596550,27600220,27617149,27618355,27620410,27622717,27627526,27640379,27658862,27668405,27670540,27672994,27680234,27685130,27688682,27690409,27691920,27693766,27695749,27696431,27696702,27697395,	27468999,27492778,27537323,27547652,27549984,27567557,27596818,27600352,27617322,27618421,27620517,27622820,27627742,27640517,27659742,27669128,27670746,27673073,27680412,27685296,27688840,27690474,27692031,27693906,27695851,27696592,27696791,27699190,
refGene.NM_015206.1	KIAA1024	hypothetical protein LOC23251	chr15	+	77535544	77547781	77511912,77535494,77542463,77547583,	77511937,77537842,77542718,77551697,
refGene.NM_015213.1	RAB6IP1	RAB6 interacting protein 1	chr11	-	9117793	9243192	9116948,9120062,9120844,9121525,9122219,9123117,9123792,9125152,9128203,9128802,9130480,9138835,9143958,9147978,9148749,9156254,9156980,9158889,9171616,9181782,9184795,9185683,9243083,	9117977,9120231,9120968,9121608,9122401,9123236,9123938,9125274,9128332,9128887,9130565,9138988,9144090,9148072,9148900,9156489,9157196,9159207,9171804,9182440,9184905,9185755,9243447,
refGene.NM_015230.1.inc	CENTD1	centaurin delta 1 isoform a	chr4	-	35758235	35906993	35744016,35751705,35758232,35760267,35761384,35769897,35785581,35792186,35795077,35797666,35799195,35802878,35806549,35811242,35825312,35825564,35826421,35828916,35836746,35837347,35838475,35839481,35842930,35844948,35855843,35865467,35871594,35888406,35890412,35891259,35892438,35906598,35922195,	35746295,35751840,35758296,35760303,35761467,35770037,35785710,35792304,35795152,35797735,35799343,35802984,35806762,35811406,35825376,35825763,35826524,35829061,35836881,35837522,35838658,35839567,35843130,35845064,35856022,35865588,35871664,35888760,35890504,35891336,35892497,35907662,35922374,
refGene.NM_015231.1.inc	NUP160	nucleoporin 160kDa	chr11	-	47763157	47818601	47756247,47758470,47761200,47763049,47764580,47766309,47766628,47770057,47770913,47775906,47776105,47776295,47776495,47779938,47781565,47782676,47784280,47785197,47786523,47790191,47790429,47791009,47791443,47793606,47794073,47796183,47797501,47799851,47800214,47813778,47815014,47815672,47817970,47818505,47825975,47826346,	47757322,47758575,47761326,47763191,47764682,47766433,47766739,47770118,47771074,47776012,47776202,47776390,47776591,47780058,47781664,47782746,47784440,47785268,47786657,47790352,47790557,47791175,47791543,47793777,47794157,47796252,47797586,47799949,47800292,47813937,47815129,47815751,47818193,47818716,47826087,47826633,
refGene.NM_015232.1	IQSEC3	IQ motif and Sec7 domain 3	chr12	+	117699	150748	56802,78572,117693,120550,136451,136954,141352,142920,144860,145155,148439,150538,150673,	57139,78641,118781,120712,136574,137121,141492,143046,144960,145317,148532,150588,150755,
refGene.NM_015234.1	GPR116	G-protein coupled receptor 116	chr6	-	46929687	46982458	46928294,46931669,46932413,46932562,46933824,46936410,46938583,46940737,46942620,46944578,46947538,46953897,46955513,46957150,46957744,46959254,46959790,46964030,46975724,46982356,46990782,	46929767,46931754,46932473,46932604,46935219,46936590,46938792,46940893,46942833,46944788,46947709,46954101,46955735,46957293,46957803,46959361,46959967,46964201,46975779,46982482,46990825,
refGene.NM_015235.1	CSTF2T	cleavage stimulation factor, 3' pre-RNA, subunit	chr10	-	53127464	53129315	53125252,	53129361,
refGene.NM_015236.1	LPHN3	latrophilin 3 precursor	chr4	+	62045606	62618482	62045433,62135539,62225138,62278934,62281066,62362121,62440968,62444043,62457872,62461031,62483152,62484235,62495226,62496412,62527875,62531695,62544603,62546486,62577167,62579754,62586043,62592765,62616478,62618421,	62045661,62135753,62225248,62278949,62281867,62362202,62441271,62444147,62458058,62461070,62483336,62484358,62495435,62496589,62528085,62531916,62544670,62546578,62577194,62579923,62586169,62592862,62616530,62620762,
refGene.NM_015245.1	ANKS1A	ankyrin repeat and sterile alpha motif domain	chr6	+	34965157	35164364	34965015,35042993,35045764,35057444,35058506,35058867,35059078,35060836,35064978,35070056,35093227,35129853,35135901,35154312,35155270,35155575,35156748,35158445,35158909,35159171,35159875,35161520,35162706,35164360,	34965354,35043074,35045921,35057741,35058582,35058969,35059180,35061033,35065071,35070177,35093814,35129920,35136008,35154411,35155423,35155683,35156913,35158571,35158981,35159258,35160013,35161691,35162804,35167168,
refGene.NM_015246.1.inc	MGRN1	mahogunin, ring finger 1	chr16	+	4640449	4673876	4614853,4640366,4641964,4642679,4647247,4654710,4655103,4658266,4661392,4663499,4667464,4670033,4671551,4672824,4673225,4673844,4678797,	4615050,4640485,4642053,4642826,4647365,4654777,4655153,4658314,4661461,4663659,4667574,4670099,4671778,4672948,4673271,4673934,4680972,
refGene.NM_015253.1	WSCD1	hypothetical protein LOC23302	chr17	+	5924702	5964705	5914657,5924414,5932033,5934364,5939145,5953650,5954814,5962031,5964352,	5914696,5925129,5932148,5934549,5939267,5953810,5954979,5962232,5968469,
refGene.NM_015257.1.inc	KIAA0286	hypothetical protein LOC23306	chr12	-	55740039	55758684	55735693,55740821,55743168,55744120,55744695,55750869,55752837,55758668,	55740109,55740995,55743394,55744235,55744789,55750943,55752962,55758810,
refGene.NM_015259.1	ICOSLG	inducible T-cell co-stimulator ligand	chr21	-	44473344	44485128	44471151,44474364,44475590,44479582,44481177,44482758,44485114,	44473355,44474400,44475755,44479873,44481528,44482799,44485262,
refGene.NM_015261.1.inc	NCAPD3	KIAA0056 protein	chr11	-	133533156	133585493	133527546,133528244,133528393,133532122,133533032,133533433,133534996,133536885,133543100,133543573,133544021,133551411,133552323,133553738,133553926,133556181,133559741,133560007,133560439,133567793,133569120,133569769,133577920,133578246,133578758,133579150,133580003,133581703,133583967,133584248,133584416,133585373,133592039,133595675,133598966,	133528157,133528305,133528468,133532200,133533172,133533600,133535179,133536996,133543300,133543707,133544159,133551491,133552562,133553846,133554041,133556289,133559857,133560105,133560631,133568014,133569255,133569843,133578010,133578303,133579011,133579276,133580076,133581837,133584055,133584310,133584581,133585558,133592202,133595830,133599636,
refGene.NM_015265.1	SATB2	SATB family member 2	chr2	-	199845178	200029005	199842468,199881727,199896770,199901665,199921668,199941572,199953331,199954661,200006305,200028836,200033419,	199845640,199881925,199896926,199901878,199922141,199941675,199953455,199954788,200006482,200029064,200033446,
refGene.NM_015266.1.inc	SLC9A8	Na+/H+ exchanger isoform 8	chr20	+	47865099	47936776	47862656,47864951,47873004,47889484,47894979,47899522,47900753,47905381,47912872,47914682,47924648,47927924,47930867,47933789,47936695,47937772,	47862892,47865133,47873085,47889543,47895063,47899624,47900788,47905525,47913011,47914788,47924765,47928007,47930979,47934010,47936842,47942179,
refGene.NM_015267.1.inc	CUTL2	cut-like 2	chr12	+	110215640	110270068	109956211,110136386,110140076,110185947,110213604,110215632,110217519,110218659,110220727,110226396,110229107,110229385,110230471,110230613,110232227,110234286,110242198,110244607,110256627,110260472,110263966,110269710,	109956427,110136497,110140124,110186026,110213739,110215756,110217596,110218726,110220776,110226501,110229299,110229444,110230520,110230713,110232869,110234388,110242962,110244767,110256897,110260661,110264240,110272739,
refGene.NM_015268.1.inc	DNAJC13	DnaJ (Hsp40) homolog, subfamily C, member 13	chr3	+	133654966	133725247	133619242,133636071,133648008,133648854,133649431,133652180,133654831,133655132,133655599,133657768,133658034,133658196,133658802,133661783,133662583,133664000,133665229,133667528,133667832,133668703,133674678,133676465,133679322,133679514,133680760,133681902,133683759,133684908,133686121,133689831,133690509,133692430,133693947,133695677,133696621,133698061,133700659,133701267,133702327,133703822,133704747,133706835,133708770,133712600,133714541,133716104,133717955,133718237,133724361,133724690,133725073,133727143,133727674,133729722,133732531,133739709,	133619294,133636152,133648084,133649004,133649473,133652381,133655038,133655228,133655691,133657935,133658114,133658366,133658902,133661891,133662739,133664057,133665351,133667604,133667928,133668847,133674761,133676619,133679426,133679674,133680823,133682004,133683864,133685111,133686206,133689986,133690555,133692585,133694149,133695793,133696700,133698197,133700844,133701342,133702447,133704002,133704915,133706949,133708887,133712778,133714633,133716204,133718030,133718350,133724531,133724733,133725247,133727323,133727815,133729866,133732631,133740565,
refGene.NM_015270.1	ADCY6	adenylate cyclase 6 isoform a	chr12	-	47448640	47463484	47446247,47448986,47450815,47451759,47452344,47452557,47453518,47453989,47454451,47454740,47455006,47455352,47455722,47456012,47456258,47456477,47457153,47457459,47457664,47458157,47462620,	47448766,47449111,47451020,47452023,47452474,47452593,47453697,47454148,47454568,47454828,47455104,47455500,47455748,47456141,47456400,47456636,47457281,47457571,47457786,47458307,47464179,
refGene.NM_015285.1	WDR7	rabconnectin-3 beta isoform 1	chr18	+	52490744	52845436	52469613,52490725,52497560,52499541,52500907,52504184,52505083,52509444,52509943,52512847,52513178,52514470,52536192,52549611,52574811,52577093,52595010,52597659,52599761,52634259,52698172,52742150,52754016,52756761,52757539,52780658,52838973,52845232,	52469805,52490903,52497667,52499620,52501082,52504261,52505203,52509590,52510046,52512989,52513427,52514691,52536388,52549826,52575581,52577182,52595109,52597778,52599885,52634373,52698394,52742337,52754134,52756911,52757622,52780758,52839078,52848034,
refGene.NM_015291.1	DNAJC16	DnaJ (Hsp40) homolog, subfamily C, member 16	chr1	+	15728187	15767259	15725938,15728169,15733318,15735556,15743480,15745848,15747351,15758607,15761223,15763010,15763364,15765000,15765163,15766180,15766859,	15726040,15728354,15733385,15735896,15743665,15745953,15747510,15758738,15761407,15763193,15763441,15765081,15765262,15766351,15770813,
refGene.NM_015292.1.inc	FAM62A	family with sequence similarity 62 (C2 domain	chr12	+	54808700	54822982	54808320,54810632,54810841,54811090,54811294,54811527,54811799,54812259,54812471,54812769,54813467,54813638,54813831,54814160,54814392,54816794,54817268,54817549,54817882,54818076,54818233,54818454,54818818,54818977,54822335,54822628,54822885,54823067,54823278,54823630,54823873,	54808760,54810674,54810976,54811164,54811367,54811617,54811855,54812383,54812648,54812852,54813516,54813725,54813924,54814232,54814479,54816944,54817424,54817726,54817965,54818125,54818323,54818550,54818890,54819064,54822476,54822783,54822984,54823199,54823384,54823680,54824719,
refGene.NM_015294.1	TRIM37	tripartite motif-containing 37 protein	chr17	-	54431519	54538604	54430348,54433740,54444470,54447752,54449438,54460557,54464038,54473955,54479825,54481320,54483356,54489017,54493174,54494709,54496497,54502965,54507789,54511896,54513239,54516144,54520433,54523442,54536435,54538583,	54431602,54433857,54444589,54447942,54449567,54460866,54464233,54474041,54479962,54481536,54483471,54489197,54493251,54494791,54496548,54503090,54507857,54512020,54513362,54516232,54520550,54523483,54536537,54539011,
refGene.NM_015299.1	KIAA0323	hypothetical protein LOC23351	chr14	+	23969776	23976331	23968980,23969759,23970508,23971767,23971981,23975117,23975433,23976081,	23969165,23969977,23971656,23971898,23972078,23975225,23975535,23980387,
refGene.NM_015313.1	ARHGEF12	Rho guanine nucleotide exchange factor (GEF) 12	chr11	+	119713162	119860996	119713155,119782036,119783656,119785312,119796671,119797721,119800276,119803987,119805358,119805630,119807689,119813226,119816047,119817625,119818022,119821340,119822321,119822866,119823792,119824152,119825027,119827430,119833036,119833639,119833998,119835092,119836590,119841155,119843112,119845206,119848968,119850478,119851258,119852579,119853137,119853365,119854074,119855878,119857178,119860356,119860985,	119713194,119782060,119783742,119785369,119796770,119797771,119800334,119804166,119805436,119805750,119807830,119813301,119816140,119817736,119818121,119821383,119822427,119823004,119823825,119824267,119825133,119827643,119833169,119833675,119834153,119835239,119836676,119841281,119843227,119845307,119849046,119850554,119851426,119852667,119853224,119853445,119854308,119856349,119857495,119860426,119865855,
